timestamp,total_cpu_pct,hd_cpu_pct,ts_cpu_pct
1773413735,25.4,11.3,21.6
1773413736,50.5,11.2,21.4
1773413737,50.2,11.1,21.2
1773413738,35.4,11.0,21.0
1773413739,50.0,10.9,20.8
1773413740,50.1,10.8,20.6
1773413741,50.1,10.7,20.4
1773413742,45.8,10.7,20.3
1773413743,50.1,10.6,20.1
1773413744,50.1,10.5,19.9
1773413745,45.4,10.4,19.7
1773413746,49.9,10.3,19.6
1773413747,50.4,10.3,19.4
1773413748,44.7,10.2,19.3
1773413749,50.2,10.1,19.1
1773413750,32.3,10.0,18.9
1773413751,50.0,10.0,18.8
1773413752,46.5,9.9,18.6
1773413753,50.2,9.8,18.5
1773413754,47.5,9.7,18.3
1773413755,29.5,9.7,18.2
1773413756,9.9,0.00.0,18.1
1773413757,0.2,0.00.0,17.9
1773413758,0.7,0.00.0,17.8
1773413759,0.5,0.00.0,17.6
1773413760,0.5,0.00.0,17.5
1773413761,0.5,0.00.0,17.4
1773413762,0.7,0.00.0,17.2
1773413763,0.2,0.00.0,17.1
1773413764,0.5,0.00.0,17.0
1773413765,0.7,0.00.0,16.9
1773413766,0.2,0.00.0,16.7
1773413767,0.5,0.00.0,16.6
1773413768,0.5,0.00.0,16.5
1773413769,0.5,0.00.0,16.4
1773413770,1.0,0.00.0,16.3
1773413771,0.5,0.00.0,16.2
1773413773,0.5,0.00.0,16.0
1773413774,0.2,0.00.0,15.9
1773413775,0.5,0.00.0,15.8
1773413776,0.7,0.00.0,15.7
1773413777,0.7,0.00.0,15.6
1773413778,0.5,0.00.0,15.5
1773413779,0.0,0.00.0,15.4
1773413780,0.7,0.00.0,15.3
1773413781,0.5,0.00.0,15.2
1773413782,0.5,0.00.0,15.1
1773413783,0.5,0.00.0,15.0
1773413784,1.0,0.00.0,14.9
1773413785,0.5,0.00.0,14.8
1773413786,0.5,0.00.0,14.7
1773413787,0.5,0.00.0,14.6
1773413788,0.2,0.00.0,14.5
1773413789,0.5,0.00.0,14.4
1773413790,1.0,0.00.0,14.4
1773413791,0.5,0.00.0,14.3
1773413792,0.5,0.00.0,14.2
1773413793,0.5,0.00.0,14.1
1773413794,0.5,0.00.0,14.0
1773413795,0.7,0.00.0,13.9
1773413796,0.5,0.00.0,13.8
1773413797,0.2,0.00.0,13.8
1773413798,1.7,0.00.0,13.7
1773413799,1.0,0.00.0,13.6
1773413800,0.5,0.00.0,13.5
1773413801,0.2,0.00.0,13.4
1773413802,0.2,0.00.0,13.4
1773413803,0.5,0.00.0,13.3
1773413804,1.0,0.00.0,13.2
1773413805,0.5,0.00.0,13.1
1773413806,0.5,0.00.0,13.1
1773413807,0.5,0.00.0,13.0
1773413808,0.2,0.00.0,12.9
1773413809,0.7,0.00.0,12.8
1773413810,0.0,0.00.0,12.8
1773413811,0.7,0.00.0,12.7
